Exporting,Importing,Item,Value,VWC,VWT
Czechia,Netherlands (Kingdom of the),Sorghum,44.36,2960,131305.6
Czechia,Poland,Sorghum,255.76,2960,757049.6
Czechia,Slovakia,Sorghum,23.94,2960,70862.40000000001
Czechia,Sweden,Sorghum,0.13,2960,384.8
Democratic Republic of the Congo,Rwanda,Sorghum,2589.87,2960,7666015.199999999
Denmark,Norway,Sorghum,1.07,2960,3167.2000000000003
Denmark,Sweden,Sorghum,0.05,2960,148.0
Dominican Republic,United States of America,Sorghum,4.4,2960,13024.000000000002
Dominican Republic,Venezuela (Bolivarian Republic of),Sorghum,2.68,2960,7932.8
Egypt,Democratic Republic of the Congo,Sorghum,0.02,2960,59.2
France,Argentina,Sorghum,0.19,2960,562.4
France,Australia,Sorghum,1.52,2960,4499.2
France,Austria,Sorghum,91.35,2960,270396.0
France,Belarus,Sorghum,0.01,2960,29.6
France,Belgium,Sorghum,19360.58,2960,57307316.800000004
France,Brazil,Sorghum,0.04,2960,118.4
France,Bulgaria,Sorghum,58.38,2960,172804.80000000002
France,"China, mainland",Sorghum,0.05,2960,148.0
France,Congo,Sorghum,0.57,2960,1687.1999999999998
France,Croatia,Sorghum,5.55,2960,16428.0
France,Czechia,Sorghum,6.84,2960,20246.399999999998
Germany,Austria,Sorghum,13.37,2960,39575.2
Germany,Belgium,Sorghum,204.52,2960,605379.2000000001
Germany,Bulgaria,Sorghum,0.08,2960,236.8
Germany,Croatia,Sorghum,27.89,2960,82554.40000000001
Germany,Czechia,Sorghum,8.85,2960,26196.0
Germany,Denmark,Sorghum,475.82,2960,1408427.2
Ghana,Belgium,Sorghum,0.02,2960,59.2
Ghana,Canada,Sorghum,20.78,2960,61508.8
Greece,Bulgaria,Sorghum,0.05,2960,148.0
Greece,Cyprus,Sorghum,2.25,2960,6660.0
Hungary,Austria,Sorghum,3870.27,2960,11455999.2
Hungary,Croatia,Sorghum,0.2,2960,592.0
Hungary,Czechia,Sorghum,0.4,2960,1184.0
India,Afghanistan,Sorghum,482.0,2960,1426720.0
India,Angola,Sorghum,0.44,2960,1302.4
India,Australia,Sorghum,9.01,2960,26669.6
India,Bahrain,Sorghum,959.02,2960,2838699.1999999997
India,Bangladesh,Sorghum,7504.76,2960,22214089.6
India,Belgium,Sorghum,23.5,2960,69560.0
India,Canada,Sorghum,17.92,2960,53043.200000000004
India,"China, Hong Kong SAR",Sorghum,0.11,2960,325.6
India,"China, Taiwan Province of",Sorghum,1455.52,2960,4308339.2
India,Czechia,Sorghum,19.0,2960,56240.0
India,Denmark,Sorghum,0.02,2960,59.2
Ireland,Bahrain,Sorghum,0.16,2960,473.6
Italy,Austria,Sorghum,313.96,2960,929321.6
Italy,Belgium,Sorghum,429.29,2960,1270698.4000000001
Italy,Bulgaria,Sorghum,0.08,2960,236.8
Italy,Croatia,Sorghum,0.81,2960,2397.6000000000004
Italy,Cyprus,Sorghum,5.13,2960,15184.8
Italy,Czechia,Sorghum,24.4,2960,72224.0
Italy,Denmark,Sorghum,24.46,2960,72401.6
Kenya,Congo,Sorghum,42.0,2960,124320.0
Mali,Austria,Sorghum,0.0,2960,0.0
Mali,Côte d'Ivoire,Sorghum,131.8,2960,390128.00000000006
Myanmar,"China, mainland",Sorghum,6448.83,2960,19088536.8
Myanmar,"China, Taiwan Province of",Sorghum,100.0,2960,296000.0
Namibia,Angola,Sorghum,18.36,2960,54345.6
Namibia,Austria,Sorghum,0.0,2960,0.0
